TRADEDATE,fac_TOPEN,fac_THIGH,fac_TLOW,fac_TCLOSE,TVOLUME
2001-06-26 00:00:00.000,917.2406,917.8248,905.5560,906.7244,3349000
2001-06-27 00:00:00.000,905.5560,910.2298,899.1294,902.6348,3355500
2001-06-28 00:00:00.000,904.3875,909.6456,893.2871,894.4556,3488900
2001-06-29 00:00:00.000,894.4556,894.4556,894.4556,894.4556,0
2001-07-02 00:00:00.000,898.5452,911.3983,893.8714,896.7925,2243900
2001-07-03 00:00:00.000,896.7925,900.8821,893.8714,898.5452,1621600
2001-07-04 00:00:00.000,899.7137,917.2406,899.7137,910.8140,2209500
2001-07-05 00:00:00.000,914.3194,937.6886,913.7352,914.9036,8032500
2001-07-06 00:00:00.000,917.8248,924.2513,902.6348,905.5560,2402600
2001-07-09 00:00:00.000,916.0721,916.0721,896.7925,898.5452,1766300
2001-07-10 00:00:00.000,898.5452,904.9717,897.3767,902.6348,1420500
2001-07-11 00:00:00.000,902.6348,904.3875,889.7818,892.1187,4144500
2001-07-12 00:00:00.000,892.1187,893.8714,878.6814,886.2764,4503900
2001-07-13 00:00:00.000,886.8606,893.8714,881.6025,882.7710,2513700
2001-07-16 00:00:00.000,888.0291,898.5452,870.5022,873.4233,2833700
2001-07-17 00:00:00.000,873.4233,874.0076,855.8964,864.6599,3350600
2001-07-18 00:00:00.000,867.5810,934.7674,867.5810,885.6921,2285300
2001-07-19 00:00:00.000,885.6921,888.0291,869.3337,883.3552,2026300
2001-07-20 00:00:00.000,888.0291,898.5452,879.2656,888.0291,3642000
2001-07-23 00:00:00.000,890.9502,897.3767,881.0183,882.7710,2699600
2001-07-24 00:00:00.000,881.0183,881.0183,872.2549,875.7602,3132600
2001-07-25 00:00:00.000,875.1760,877.5129,861.7387,864.0757,3235300
2001-07-26 00:00:00.000,864.0757,867.5810,853.5595,862.9072,2972400
2001-07-27 00:00:00.000,867.5810,877.5129,854.1437,875.7602,3243300
2001-07-30 00:00:00.000,870.5022,870.5022,794.5523,817.9215,7598000
2001-07-31 00:00:00.000,806.8211,829.6061,803.3158,807.9896,4037600
2001-08-01 00:00:00.000,809.1581,830.7746,809.1581,830.1903,3646700
2001-08-02 00:00:00.000,830.1903,830.7746,805.0685,815.0004,2900500
2001-08-03 00:00:00.000,815.0004,817.3373,797.4735,806.8211,3763200
2001-08-06 00:00:00.000,803.3158,805.0685,736.1294,762.4197,7604100
2001-08-07 00:00:00.000,758.9143,772.3516,744.8928,768.8462,3579700
2001-08-08 00:00:00.000,770.0147,770.5989,754.2405,758.9143,2790200
2001-08-09 00:00:00.000,759.4985,770.0147,758.9143,764.7566,2672200
2001-08-10 00:00:00.000,793.3839,793.3839,777.0254,785.2046,2496400
2001-08-13 00:00:00.000,787.5416,795.7208,779.9466,786.3731,2295600
2001-08-14 00:00:00.000,783.4520,793.9681,771.1831,778.1939,2042700
2001-08-15 00:00:00.000,779.9466,782.8677,775.8570,779.3624,1258300
2001-08-16 00:00:00.000,779.9466,779.9466,762.4197,764.7566,2909700
2001-08-17 00:00:00.000,764.1724,780.5308,763.0039,771.7674,1235100
2001-08-20 00:00:00.000,772.3516,775.8570,764.1724,772.3516,1348900
2001-08-21 00:00:00.000,777.0254,787.5416,774.6885,778.1939,1353400
2001-08-22 00:00:00.000,774.6885,777.0254,762.4197,768.2620,1711000
2001-08-23 00:00:00.000,765.3408,770.0147,759.4985,765.9251,1662300
2001-08-24 00:00:00.000,768.2620,775.8570,759.4985,760.6670,1333500
2001-08-27 00:00:00.000,760.6670,761.2512,736.1294,746.6455,3075300
2001-08-28 00:00:00.000,741.9717,750.7351,730.2871,748.3982,2497800
2001-08-29 00:00:00.000,749.5666,757.7459,747.8140,748.3982,1580200
2001-08-30 00:00:00.000,748.3982,748.3982,740.8032,741.9717,926500
2001-08-31 00:00:00.000,741.9717,750.1509,740.8032,742.5559,927100
2001-09-03 00:00:00.000,744.8928,751.3193,733.2082,734.9609,1309200
2001-09-04 00:00:00.000,730.2871,762.4197,730.2871,756.5774,2123400
2001-09-05 00:00:00.000,762.4197,767.0935,750.7351,755.4089,1769200
2001-09-06 00:00:00.000,755.4089,761.2512,750.7351,760.0828,1302600
2001-09-07 00:00:00.000,759.4985,759.4985,735.5451,741.3874,2336900
2001-09-10 00:00:00.000,733.2082,762.4197,730.2871,759.4985,2055000
2001-09-11 00:00:00.000,764.1724,765.3408,750.1509,753.0720,1583900
2001-09-12 00:00:00.000,721.5236,741.9717,706.9179,737.8820,4797900
2001-09-13 00:00:00.000,740.8032,747.8140,734.9609,735.5451,1103100
2001-09-14 00:00:00.000,736.1294,741.9717,721.5236,723.8605,2228900
2001-09-17 00:00:00.000,721.5236,721.5236,701.0756,701.6598,5096000
2001-09-18 00:00:00.000,702.2440,718.6025,699.9071,706.9179,2236400
2001-09-19 00:00:00.000,706.9179,758.9143,703.4125,751.9036,5257900
2001-09-20 00:00:00.000,753.6562,763.0039,736.1294,739.0505,5734800
2001-09-21 00:00:00.000,736.7136,746.6455,730.8713,738.4663,1892700
2001-09-24 00:00:00.000,738.4663,738.4663,725.0290,730.2871,1186700
2001-09-25 00:00:00.000,733.2082,747.2297,730.2871,735.5451,1411500
2001-09-26 00:00:00.000,736.1294,736.1294,724.4448,726.1975,1141900
2001-09-27 00:00:00.000,724.4448,741.3874,721.5236,729.7028,1446800
2001-09-28 00:00:00.000,736.1294,748.9824,733.2082,744.8928,2182200
2001-10-08 00:00:00.000,744.8928,749.5666,727.3659,733.7924,1468100
2001-10-09 00:00:00.000,733.2082,757.1616,727.3659,750.7351,2210200
2001-10-10 00:00:00.000,727.9501,730.8713,701.6598,722.1078,2127700
2001-10-11 00:00:00.000,718.6025,727.3659,695.2333,705.7494,3352100
2001-10-12 00:00:00.000,705.7494,751.3193,695.2333,737.2978,5822500
2001-10-15 00:00:00.000,736.7136,764.1724,724.4448,757.1616,7096100
2001-10-16 00:00:00.000,757.1616,759.4985,739.0505,748.3982,3002500
2001-10-17 00:00:00.000,747.8140,781.6993,743.1401,761.2512,10485400
2001-10-18 00:00:00.000,764.1724,782.2835,759.4985,764.7566,8707300
2001-10-19 00:00:00.000,762.4197,763.0039,721.5236,743.1401,9392100
2001-10-22 00:00:00.000,740.8032,764.7566,734.9609,748.3982,5663800
2001-10-23 00:00:00.000,823.1796,823.1796,788.7100,823.1796,28815900
2001-10-24 00:00:00.000,837.2011,847.1330,806.8211,824.3480,26960400
2001-10-25 00:00:00.000,817.9215,823.1796,803.3158,805.0685,8351700
2001-10-26 00:00:00.000,805.0685,817.9215,798.0577,812.0792,5216800
2001-10-29 00:00:00.000,813.2477,823.7638,806.2369,811.4950,3570700
2001-10-30 00:00:00.000,811.4950,812.0792,793.3839,795.7208,4207700
2001-10-31 00:00:00.000,794.5523,807.4054,788.7100,806.8211,2727100
2001-11-01 00:00:00.000,806.8211,817.9215,802.1473,805.0685,2190800
2001-11-02 00:00:00.000,809.1581,809.1581,792.7996,794.5523,2372200
2001-11-05 00:00:00.000,791.6312,793.3839,781.6993,784.0362,2461200
2001-11-06 00:00:00.000,785.7889,791.6312,778.7781,782.2835,1994400
2001-11-07 00:00:00.000,772.9358,784.0362,733.2082,748.9824,5157000
2001-11-08 00:00:00.000,741.9717,765.3408,733.2082,760.0828,3347900
2001-11-09 00:00:00.000,760.0828,782.8677,750.7351,778.1939,4266200
2001-11-12 00:00:00.000,779.3624,782.2835,768.2620,775.2727,2264800
2001-11-13 00:00:00.000,774.1043,787.5416,770.0147,776.4412,1282800
2001-11-14 00:00:00.000,775.2727,779.9466,770.0147,770.5989,1115600
2001-11-15 00:00:00.000,770.0147,775.2727,759.4985,764.7566,1445500
2001-11-16 00:00:00.000,810.9108,829.6061,771.1831,774.1043,5640100
2001-11-19 00:00:00.000,781.6993,781.6993,768.2620,774.6885,1322800
2001-11-20 00:00:00.000,779.9466,792.7996,774.1043,788.1258,3296500
2001-11-21 00:00:00.000,791.6312,800.3946,782.2835,799.8104,3001500
2001-11-22 00:00:00.000,799.8104,806.2369,794.5523,800.3946,2811900
2001-11-23 00:00:00.000,800.3946,800.9789,788.7100,791.0469,1983100
2001-11-26 00:00:00.000,788.7100,788.7100,781.1150,782.2835,1843700
2001-11-27 00:00:00.000,782.2835,787.5416,779.9466,784.6204,1511400
2001-11-28 00:00:00.000,787.5416,803.3158,785.2046,788.7100,2568100
2001-11-29 00:00:00.000,788.7100,791.6312,779.9466,782.2835,2233100
2001-11-30 00:00:00.000,779.9466,788.7100,777.0254,784.0362,2302400
2001-12-03 00:00:00.000,784.0362,795.7208,782.8677,788.7100,3101400
2001-12-04 00:00:00.000,788.7100,797.4735,784.6204,793.9681,2599500
2001-12-05 00:00:00.000,794.5523,795.1366,772.3516,773.5201,4620000
2001-12-06 00:00:00.000,773.5201,782.2835,767.6778,774.6885,3415400
2001-12-07 00:00:00.000,774.6885,782.2835,767.0935,770.5989,2349800
2001-12-10 00:00:00.000,768.2620,770.0147,761.8355,767.6778,1877000
2001-12-11 00:00:00.000,768.8462,774.1043,759.4985,763.0039,2182200
2001-12-12 00:00:00.000,762.4197,762.4197,747.8140,750.1509,3407400
2001-12-13 00:00:00.000,747.8140,755.9932,741.9717,743.1401,2671700
2001-12-14 00:00:00.000,741.9717,750.7351,737.8820,742.5559,2030200
2001-12-17 00:00:00.000,741.3874,746.0613,734.9609,736.1294,2205000
2001-12-18 00:00:00.000,736.1294,741.9717,734.9609,741.9717,1655900
2001-12-19 00:00:00.000,743.1401,747.8140,730.2871,732.6240,2463900
2001-12-20 00:00:00.000,730.2871,732.6240,715.6813,719.1867,3086600
2001-12-21 00:00:00.000,718.6025,721.5236,717.4340,720.3552,1977500
2001-12-24 00:00:00.000,724.4448,725.0290,703.4125,706.9179,2992700
2001-12-25 00:00:00.000,702.8283,711.5917,700.4914,708.6706,2247700
2001-12-26 00:00:00.000,708.6706,718.6025,703.9967,718.6025,1808400
2001-12-27 00:00:00.000,718.6025,725.6132,705.7494,706.9179,2253700
2001-12-28 00:00:00.000,706.9179,715.6813,705.7494,710.4233,2382900
2001-12-31 00:00:00.000,712.7602,718.6025,706.9179,715.6813,2115800
2002-01-04 00:00:00.000,717.4340,718.6025,705.1652,707.5021,1254000
2002-01-07 00:00:00.000,707.5021,712.7602,698.1544,703.4125,1611700
2002-01-08 00:00:00.000,702.2440,711.5917,701.0756,702.2440,1438500
2002-01-09 00:00:00.000,701.0756,703.9967,692.3121,694.6491,2365000
2002-01-10 00:00:00.000,692.3121,695.2333,670.6956,689.9752,5828800
2002-01-11 00:00:00.000,689.9752,690.5594,671.8641,673.0326,2703600
2002-01-14 00:00:00.000,666.6060,667.1903,642.6526,643.8211,4798800
2002-01-15 00:00:00.000,636.8103,651.4161,633.8892,634.4734,3378900
2002-01-16 00:00:00.000,636.8103,649.6634,630.9680,642.6526,2351800
2002-01-17 00:00:00.000,642.6526,642.6526,598.8354,602.3408,3928000
2002-01-18 00:00:00.000,595.9142,608.1831,584.2297,595.3300,5584397
2002-01-21 00:00:00.000,595.3300,595.9142,559.6920,560.8605,5024465
2002-01-22 00:00:00.000,555.6024,578.3874,553.2655,560.8605,3465640
2002-01-23 00:00:00.000,560.8605,604.6777,555.6024,604.0935,4074245
2002-01-24 00:00:00.000,595.9142,619.2834,578.3874,605.2619,5353860
2002-01-25 00:00:00.000,605.2619,607.5988,592.9931,596.4985,2472200
2002-01-28 00:00:00.000,597.0827,604.6777,560.8605,562.6132,4252500
2002-01-29 00:00:00.000,555.0182,576.6347,552.0970,571.9608,2637900
2002-01-30 00:00:00.000,572.5451,578.3874,563.7816,576.6347,1752493
2002-01-31 00:00:00.000,578.3874,622.2046,578.3874,615.1938,9068100
2002-02-01 00:00:00.000,614.6096,629.7996,601.7565,606.4304,4950600
2002-02-04 00:00:00.000,606.4304,619.2834,598.8354,617.5307,3469445
2002-02-05 00:00:00.000,617.5307,641.4842,614.6096,630.3838,5695355
2002-02-06 00:00:00.000,633.8892,635.6419,606.4304,607.0146,3854754
2002-02-07 00:00:00.000,607.0146,628.6311,607.0146,625.1257,3769952
2002-02-08 00:00:00.000,633.8892,634.4734,619.2834,622.7888,3423210
2002-02-25 00:00:00.000,635.6419,636.8103,606.4304,611.1042,5894585
2002-02-26 00:00:00.000,607.5988,610.5200,588.9035,595.9142,4562929
2002-02-27 00:00:00.000,595.9142,611.1042,595.9142,602.3408,3336216
2002-02-28 00:00:00.000,602.3408,603.5092,591.8246,592.9931,2754767
2002-03-01 00:00:00.000,592.9931,607.5988,590.0719,595.3300,3454767
2002-03-04 00:00:00.000,595.3300,605.8461,590.6562,605.2619,2119651
2002-03-05 00:00:00.000,606.4304,625.7100,605.2619,619.2834,5925200
2002-03-06 00:00:00.000,619.8677,646.7422,615.1938,630.9680,11532400
2002-03-07 00:00:00.000,630.9680,668.3587,626.2942,666.6060,14608900
2002-03-08 00:00:00.000,671.8641,682.3802,654.3372,666.6060,15573300
2002-03-11 00:00:00.000,668.9429,675.9537,660.1795,673.6168,9016141
2002-03-12 00:00:00.000,673.6168,686.4698,657.2584,657.8426,11089900
2002-03-13 00:00:00.000,651.4161,712.7602,645.5738,673.6168,26432138
2002-03-14 00:00:00.000,673.0326,687.6383,667.1903,680.6275,8999325
2002-03-15 00:00:00.000,686.4698,693.4806,661.3480,663.6849,9877830
2002-03-18 00:00:00.000,672.4483,696.4017,666.6060,694.6491,16528374
2002-03-19 00:00:00.000,694.6491,704.5810,685.8856,697.5702,9954900
2002-03-20 00:00:00.000,698.1544,705.1652,688.8068,694.6491,9290871
2002-03-21 00:00:00.000,697.5702,701.0756,687.6383,688.2225,6196507
2002-03-22 00:00:00.000,686.4698,687.6383,666.0218,670.6956,6343526
2002-03-25 00:00:00.000,670.6956,674.7852,664.8533,673.0326,3279664
2002-03-26 00:00:00.000,673.0326,673.0326,654.3372,660.1795,4199422
2002-03-27 00:00:00.000,657.2584,667.7745,653.7530,659.0110,2496800
2002-03-28 00:00:00.000,657.2584,673.0326,657.2584,660.1795,2493128
2002-03-29 00:00:00.000,663.1007,666.0218,641.4842,644.4053,3968836
2002-04-01 00:00:00.000,644.4053,646.1580,631.5523,641.4842,2733100
2002-04-02 00:00:00.000,641.4842,644.9895,623.3730,624.5415,2541785
2002-04-03 00:00:00.000,623.9573,635.6419,617.5307,629.7996,2273565
2002-04-04 00:00:00.000,631.5523,651.4161,626.8784,649.0791,2991216
2002-04-05 00:00:00.000,651.4161,657.2584,644.4053,651.4161,2711320
2002-04-08 00:00:00.000,654.3372,663.1007,649.0791,658.4268,3105802
2002-04-09 00:00:00.000,657.2584,660.1795,636.8103,651.4161,6902651
2002-04-10 00:00:00.000,651.4161,654.3372,638.5630,649.6634,5203599
2002-04-11 00:00:00.000,649.6634,651.4161,641.4842,643.8211,3589843
2002-04-12 00:00:00.000,642.6526,650.2476,637.3945,649.0791,2884879
2002-04-15 00:00:00.000,645.5738,650.2476,632.7207,636.2261,2440908
2002-04-16 00:00:00.000,630.9680,638.5630,627.4626,629.7996,2541868
2002-04-17 00:00:00.000,628.6311,634.4734,626.8784,628.0469,1939883
2002-04-18 00:00:00.000,628.0469,628.0469,628.0469,628.0469,0
2002-04-19 00:00:00.000,623.9573,623.9573,609.3515,612.2727,5465615
2002-04-22 00:00:00.000,612.2727,613.4411,605.2619,612.2727,2476000
2002-04-23 00:00:00.000,613.4411,636.2261,613.4411,614.6096,2868203
2002-04-24 00:00:00.000,615.1938,623.3730,609.9358,612.8569,2537200
2002-04-25 00:00:00.000,614.0254,628.0469,611.6884,625.7100,2542800
2002-04-26 00:00:00.000,625.7100,639.7315,624.5415,630.9680,2965095
2002-04-29 00:00:00.000,633.8892,641.4842,625.1257,640.3157,3636063
2002-04-30 00:00:00.000,641.4842,688.8068,636.8103,671.8641,19751600
2002-05-08 00:00:00.000,673.6168,686.4698,667.7745,671.8641,7913526
2002-05-09 00:00:00.000,667.7745,696.9860,667.7745,689.3910,12007600
2002-05-10 00:00:00.000,688.8068,688.8068,666.0218,673.0326,6940981
2002-05-13 00:00:00.000,671.8641,676.5379,660.7637,661.9322,4923040
2002-05-14 00:00:00.000,661.3480,671.2799,653.1687,656.0899,2634400
2002-05-15 00:00:00.000,654.3372,657.2584,639.7315,647.9107,3521872
2002-05-16 00:00:00.000,645.5738,656.0899,637.3945,654.9214,6562773
2002-05-17 00:00:00.000,655.5057,664.2691,650.8318,660.1795,5152953
2002-05-20 00:00:00.000,660.1795,661.9322,647.9107,652.0003,3159473
2002-05-21 00:00:00.000,660.1795,676.5379,654.9214,668.3587,5698473
2002-05-22 00:00:00.000,668.3587,668.3587,668.3587,668.3587,0
2002-05-23 00:00:00.000,660.7637,671.2799,649.0791,653.7530,5156700
2002-05-24 00:00:00.000,653.7530,654.3372,637.3945,639.1472,4513007
2002-05-27 00:00:00.000,636.8103,645.5738,630.9680,636.8103,2248308
2002-05-28 00:00:00.000,642.0684,655.5057,636.8103,648.4949,2955977
2002-05-29 00:00:00.000,652.5845,653.1687,641.4842,643.8211,2539982
2002-05-30 00:00:00.000,642.6526,660.7637,638.5630,658.4268,4286161
2002-05-31 00:00:00.000,658.4268,669.5272,651.4161,652.0003,3931309
2002-06-03 00:00:00.000,651.4161,659.5953,646.7422,651.4161,3815597
2002-06-04 00:00:00.000,654.3372,677.7064,654.3372,666.6060,6985704
2002-06-05 00:00:00.000,666.6060,668.9429,644.4053,645.5738,3944470
2002-06-06 00:00:00.000,642.6526,670.6956,637.9788,665.4376,6691027
2002-06-07 00:00:00.000,666.0218,675.9537,659.0110,667.7745,7845274
2002-06-10 00:00:00.000,667.1903,691.1437,663.1007,674.2010,6804786
2002-06-11 00:00:00.000,674.2010,680.6275,668.3587,671.8641,2596285
2002-06-12 00:00:00.000,671.8641,677.7064,662.5164,675.9537,3331112
2002-06-13 00:00:00.000,675.9537,676.5379,663.1007,663.6849,2010594
2002-06-14 00:00:00.000,663.6849,663.6849,649.6634,652.5845,3406892
2002-06-17 00:00:00.000,648.4949,654.3372,647.3265,654.3372,1852020
2002-06-18 00:00:00.000,654.3372,668.9429,654.3372,663.6849,3382426
2002-06-19 00:00:00.000,662.5164,670.6956,650.8318,652.0003,4841771
2002-06-20 00:00:00.000,652.0003,666.0218,652.0003,654.9214,2074591
2002-06-21 00:00:00.000,657.2584,707.5021,657.2584,695.8175,32146700
2002-06-24 00:00:00.000,765.3408,765.3408,748.3982,765.3408,57577108
2002-06-25 00:00:00.000,841.2907,841.8749,801.5631,841.8749,117684897
2002-06-26 00:00:00.000,829.6061,881.0183,823.7638,843.6276,81464757
2002-06-27 00:00:00.000,841.2907,881.6025,841.2907,862.9072,52699782
2002-06-28 00:00:00.000,866.4126,905.5560,861.1545,876.3445,61510280
2002-07-01 00:00:00.000,879.2656,881.0183,860.5703,865.2441,18004875
2002-07-02 00:00:00.000,862.3230,875.1760,850.0541,873.4233,13977401
2002-07-03 00:00:00.000,871.6706,905.5560,871.0864,885.1079,23284690
2002-07-04 00:00:00.000,888.0291,900.2979,862.3230,864.0757,21689695
2002-07-05 00:00:00.000,862.3230,872.2549,857.6491,871.0864,7605347
2002-07-08 00:00:00.000,873.4233,882.1868,865.2441,869.3337,11052611
2002-07-09 00:00:00.000,870.5022,882.7710,864.0757,870.5022,11811344
2002-07-10 00:00:00.000,872.2549,876.3445,832.5273,840.7065,29624844
2002-07-11 00:00:00.000,835.4484,844.7961,827.8534,835.4484,12983517
2002-07-12 00:00:00.000,835.4484,840.1222,829.6061,830.7746,6211887
2002-07-15 00:00:00.000,829.0219,829.6061,815.0004,819.0900,9534082
2002-07-16 00:00:00.000,817.9215,840.1222,812.0792,816.7531,6821208
2002-07-17 00:00:00.000,817.9215,843.6276,815.0004,842.4592,6238213
2002-07-18 00:00:00.000,844.2118,876.3445,838.3695,872.2549,30115450
2002-07-19 00:00:00.000,872.2549,881.0183,862.3230,875.7602,20162373
2002-07-22 00:00:00.000,875.1760,876.3445,845.9645,847.1330,15370250
2002-07-23 00:00:00.000,846.5427,903.2150,844.1813,889.0469,47852002
2002-07-24 00:00:00.000,889.0469,904.9860,879.0112,889.6373,33217899
2002-07-25 00:00:00.000,890.2276,894.3600,867.2045,873.1078,13731947
2002-07-26 00:00:00.000,873.6982,888.4566,864.8431,873.1078,12944240
2002-07-29 00:00:00.000,871.9272,889.6373,868.9755,885.5049,12751830
2002-07-30 00:00:00.000,885.5049,885.5049,885.5049,885.5049,0
2002-07-31 00:00:00.000,897.9020,913.8411,885.5049,886.0953,38013458
2002-08-01 00:00:00.000,882.5532,901.4440,874.8789,896.1310,16485010
2002-08-02 00:00:00.000,896.1310,901.4440,890.8179,896.1310,12497246
2002-08-05 00:00:00.000,896.7213,896.7213,875.4692,876.6499,12364477
2002-08-06 00:00:00.000,876.0595,899.6730,871.9272,884.9146,10813000
2002-08-07 00:00:00.000,886.0953,886.0953,872.5175,884.3242,8413877
2002-08-08 00:00:00.000,884.3242,890.2276,876.6499,880.7822,6498302
2002-08-09 00:00:00.000,879.6015,886.6856,873.6982,876.6499,6384187
2002-08-12 00:00:00.000,873.6982,878.4209,864.8431,865.4335,7724748
2002-08-13 00:00:00.000,861.8915,873.6982,861.8915,866.0238,6129350
2002-08-14 00:00:00.000,868.3852,876.6499,867.7948,876.6499,4335400
2002-08-15 00:00:00.000,877.8305,879.0112,871.3368,876.0595,5307028
2002-08-16 00:00:00.000,873.1078,878.4209,856.5784,871.3368,7201575
2002-08-19 00:00:00.000,870.7465,896.1310,865.4335,887.2759,17936696
2002-08-20 00:00:00.000,889.6373,926.2381,887.2759,925.6478,48553573
2002-08-21 00:00:00.000,926.2381,932.7318,909.1184,915.0217,19062539
2002-08-22 00:00:00.000,915.0217,926.2381,907.3474,914.4314,16205097
2002-08-23 00:00:00.000,915.6121,926.8285,913.8411,916.7928,10180798
2002-08-26 00:00:00.000,919.1541,919.1541,900.2633,903.2150,12772480
2002-08-27 00:00:00.000,903.2150,910.8894,899.0827,901.4440,8231692
2002-08-28 00:00:00.000,903.2150,921.5154,902.6247,915.0217,10512919
2002-08-29 00:00:00.000,915.0217,932.1415,909.1184,909.7087,11457813
2002-08-30 00:00:00.000,907.9377,914.4314,906.7570,909.1184,3328433
2002-09-02 00:00:00.000,911.4797,925.6478,904.9860,919.7444,7972805
2002-09-03 00:00:00.000,919.7444,919.7444,919.7444,919.7444,0
2002-09-04 00:00:00.000,926.8285,936.2739,917.3831,920.3348,13278965
2002-09-05 00:00:00.000,917.9734,921.5154,886.6856,897.9020,23846862
2002-09-06 00:00:00.000,896.1310,903.2150,885.5049,888.4566,11014217
2002-09-09 00:00:00.000,882.5532,887.2759,871.3368,878.4209,11107124
2002-09-10 00:00:00.000,878.4209,886.6856,871.9272,880.1919,6659821
2002-09-11 00:00:00.000,884.9146,890.8179,868.3852,881.3726,9287171
2002-09-12 00:00:00.000,881.3726,889.6373,874.8789,884.3242,3560600
2002-09-13 00:00:00.000,888.4566,888.4566,881.3726,887.8663,2852100
2002-09-16 00:00:00.000,887.8663,888.4566,837.6876,838.8683,18091641
2002-09-17 00:00:00.000,840.0490,851.8557,818.2065,841.8200,11985744
2002-09-18 00:00:00.000,839.4587,841.2297,823.5196,826.4713,4962637
2002-09-19 00:00:00.000,825.2906,858.9398,819.3872,848.9040,10912949
2002-09-20 00:00:00.000,848.9040,851.2654,832.3746,838.2780,4183868
2002-09-23 00:00:00.000,827.0616,844.1814,827.0616,839.4587,2782527
2002-09-24 00:00:00.000,841.2297,843.0007,827.6519,828.8326,3762828
2002-09-25 00:00:00.000,830.0133,847.1330,825.2906,840.6393,4425412
2002-09-26 00:00:00.000,841.2297,853.6267,840.6393,843.0007,5554468
2002-09-27 00:00:00.000,854.8074,854.8074,802.8578,812.8935,17240596
2002-10-08 00:00:00.000,796.9544,806.9901,786.3284,794.5931,4826901
2002-10-09 00:00:00.000,791.0511,800.4964,780.4250,785.1477,3382071
2002-10-10 00:00:00.000,785.1477,794.0027,768.0279,772.7506,3209883
2002-10-11 00:00:00.000,776.2926,781.6057,758.5825,761.5342,5353039
2002-10-14 00:00:00.000,766.2569,767.4376,739.6918,761.5342,4448220
2002-10-15 00:00:00.000,761.5342,769.2086,756.2212,765.0762,5036770
2002-10-16 00:00:00.000,765.0762,765.0762,765.0762,765.0762,0
2002-10-17 00:00:00.000,773.3410,775.7023,753.2695,755.0405,7280128
2002-10-18 00:00:00.000,755.6309,791.0511,752.6792,785.1477,8893400
2002-10-21 00:00:00.000,785.1477,801.6771,773.3410,795.1834,6177314
2002-10-22 00:00:00.000,794.0027,802.2675,788.0994,799.3158,9751549
2002-10-23 00:00:00.000,796.9544,799.9061,782.7863,791.6414,8177373
2002-10-24 00:00:00.000,791.0511,792.2317,778.0637,780.4250,3935267
2002-10-25 00:00:00.000,785.1477,789.2800,765.6666,769.7989,6203611
2002-10-28 00:00:00.000,767.4376,769.7989,756.2212,759.7632,4340662
2002-10-29 00:00:00.000,759.7632,773.3410,752.6792,768.0279,5309341
2002-10-30 00:00:00.000,767.4376,774.5216,756.8115,768.6183,5327357
2002-10-31 00:00:00.000,768.6183,776.2926,760.3536,764.4859,6229133
2002-11-01 00:00:00.000,765.0762,767.4376,754.4502,762.1246,5161383
2002-11-04 00:00:00.000,770.3893,789.2800,765.6666,788.6897,11490243
2002-11-05 00:00:00.000,789.8704,814.0742,785.1477,801.6771,21788772
2002-11-06 00:00:00.000,801.6771,804.0385,794.0027,797.5448,5875012
2002-11-07 00:00:00.000,794.0100,814.6720,794.0100,808.7686,11643000
2002-11-08 00:00:00.000,821.7486,822.3389,773.3410,783.9670,22512191
2002-11-11 00:00:00.000,785.1477,789.2800,764.4859,767.4376,7906631
2002-11-12 00:00:00.000,770.9796,782.1960,759.1729,763.8956,9760568
2002-11-13 00:00:00.000,763.8956,770.9796,749.7275,767.4376,7204302
2002-11-14 00:00:00.000,764.4859,766.2569,747.9565,749.7275,7178408
2002-11-15 00:00:00.000,747.9565,766.2569,740.8724,748.5468,9453574
2002-11-18 00:00:00.000,748.5468,753.8599,719.0300,721.3913,9395636
2002-11-19 00:00:00.000,720.2107,729.0657,708.4039,725.5237,8227779
2002-11-20 00:00:00.000,724.9334,726.7044,712.5363,717.2590,6425750
2002-11-21 00:00:00.000,715.4880,717.2590,696.5972,697.1875,10172315
2002-11-22 00:00:00.000,697.1875,708.4039,684.7905,696.5972,7449836
2002-11-25 00:00:00.000,695.4165,702.5006,687.7422,698.3682,3384699
2002-11-26 00:00:00.000,698.3682,705.4522,681.8388,684.7905,3619842
2002-11-27 00:00:00.000,678.8871,693.0552,672.9837,690.6938,6137440
2002-11-28 00:00:00.000,690.6938,708.4039,683.6098,707.8136,5872574
2002-11-29 00:00:00.000,708.4039,729.0657,702.5006,714.3073,13877279
2002-12-02 00:00:00.000,713.7170,713.7170,684.7905,685.9711,5746051
2002-12-03 00:00:00.000,686.5615,696.0069,683.6098,694.2359,2843511
2002-12-04 00:00:00.000,694.2359,704.8619,689.5132,696.0069,3923235
2002-12-05 00:00:00.000,695.4165,695.4165,678.8871,687.1518,4550300
2002-12-06 00:00:00.000,687.1518,695.4165,680.0678,687.1518,3193475
2002-12-09 00:00:00.000,684.2001,693.0552,678.8871,683.0195,1836981
2002-12-10 00:00:00.000,683.0195,691.8745,674.1644,674.7547,4120997
2002-12-11 00:00:00.000,674.7547,675.3451,652.3220,658.8157,7172907
2002-12-12 00:00:00.000,662.3577,662.3577,649.3703,652.9123,8912325
2002-12-13 00:00:00.000,645.8283,660.5867,638.7442,655.8640,6125997
2002-12-16 00:00:00.000,658.2253,660.5867,648.1896,657.0446,4929065
2002-12-17 00:00:00.000,658.2253,665.8997,657.0446,661.7673,4023583
2002-12-18 00:00:00.000,661.7673,671.8031,658.8157,659.4060,4235007
